ESG mang lại lợi ích cho môi trường bằng cách nào?,"Bằng cách giảm tác động tiêu cực của hoạt động con người lên thế giới tự nhiên và thúc đẩy bảo tồn, phục hồi hệ sinh thái và đa dạng sinh học."
Một cách mà ESG khuyến khích các tổ chức bảo vệ môi trường là gì?,Giảm phát thải khí nhà kính và tiêu thụ năng lượng bằng cách chuyển sang các nguồn năng lượng tái tạo và cải thiện hiệu quả năng lượng.
ESG thúc đẩy việc giảm thiểu rác thải và sử dụng nước như thế nào?,Bằng cách áp dụng các nguyên tắc kinh tế tuần hoàn và thực hiện các biện pháp quản lý nước.
Làm thế nào để các tổ chức có thể bảo vệ vốn tự nhiên và dịch vụ hệ sinh thái theo nguyên tắc ESG?,"Bằng cách đầu tư vào các dự án trồng rừng, phục hồi và bảo tồn."
ESG khuyến khích các tổ chức điều chỉnh mô hình kinh doanh của họ với những mục tiêu toàn cầu nào?,Các mục tiêu của Thỏa thuận Paris và các Mục tiêu Phát triển Bền vững của Liên Hợp Quốc.
ESG mang lại lợi ích cho xã hội nói chung như thế nào?,Bằng cách cải thiện phúc lợi và chất lượng cuộc sống của những người và cộng đồng bị ảnh hưởng bởi hoặc tương tác với các công ty và các khoản đầu tư.
ESG thúc đẩy sự đa dạng và hòa nhập tại nơi làm việc bằng cách nào?,Bằng cách loại bỏ sự phân biệt đối xử và phát triển một văn hóa làm việc tích cực.
Kết quả của việc áp dụng ESG đối với lương và điều kiện làm việc là gì?,"Mang lại mức lương công bằng hơn, giờ làm việc linh hoạt hơn và cơ hội giáo dục tốt hơn."
ESG cải thiện sức khỏe và an toàn cho người lao động như thế nào?,"Bằng cách giảm thiểu rủi ro và nguy hiểm, đồng thời tăng cường tuân thủ các luật lệ và tiêu chuẩn liên quan."
Làm thế nào ESG giúp tăng cường bảo vệ và sự hài lòng của người tiêu dùng?,"Thông qua các sản phẩm và dịch vụ tốt hơn, tăng cường quyền riêng tư và bảo vệ dữ liệu, và ít khiếu nại hơn."
ESG khuyến khích các tổ chức hỗ trợ cộng đồng địa phương thông qua những hành động nào?,"Thông qua việc tìm nguồn cung ứng, mua sắm và hoạt động từ thiện có trách nhiệm."
ESG mang lại lợi ích cho cá nhân như thế nào?,"Bằng cách nâng cao phúc lợi cá nhân và nghề nghiệp, cũng như lợi nhuận tài chính của họ."
Làm thế nào ESG cho phép cá nhân đạt được kết quả sức khỏe và an toàn tốt hơn?,"Bằng cách giảm tiếp xúc với các chất, thực hành hoặc sản phẩm có hại từ các hoạt động môi trường hoặc xã hội kém của các tổ chức."
"Theo nguyên tắc ESG, cá nhân có thể đạt được lợi nhuận cao hơn và rủi ro thấp hơn bằng cách nào?",Bằng cách đầu tư vào các tổ chức hoặc các khoản đầu tư có hiệu suất và khả năng phục hồi ESG mạnh mẽ.
Sự thật hay huyền thoại: Các tìm kiếm trên internet về các chủ đề liên quan đến ESG đã tăng gấp ba lần kể từ năm 2019.,Huyền thoại: Đã có sự tăng trưởng gấp năm lần trong các tìm kiếm trên internet kể từ năm 2019.
Đầu tư bền vững toàn cầu đã tăng bao nhiêu lần trong giai đoạn 2004-2022?,"Đã tăng gấp mười lần, đạt 30 nghìn tỷ đô la vào năm 2022."
Mối tương quan giữa hiệu suất ESG và việc tạo ra giá trị là gì?,Có một mối tương quan tích cực giữa hiệu suất ESG và việc tạo ra giá trị.
Tại sao các tác động môi trường và xã hội lại không được phân bổ đồng đều trên toàn cầu?,"Do các yếu tố như nghèo đói, hạn chế tiếp cận tài nguyên, cơ sở hạ tầng không đầy đủ và dễ bị tổn thương trước biến đổi khí hậu ở một số quốc gia."
Đạo luật Nô lệ Hiện đại 2015 (Modern Slavery Act 2015) của Vương quốc Anh yêu cầu các công ty làm gì?,Yêu cầu các công ty có doanh thu trên một ngưỡng nhất định phải công bố các bước họ đã thực hiện để giải quyết vấn nạn nô lệ hiện đại trong chuỗi cung ứng của mình.
Mục tiêu chính của Thỏa thuận Xanh Châu Âu (European Green Deal) là gì?,Mục tiêu là đưa châu Âu trở thành lục địa trung hòa về khí hậu đầu tiên trên thế giới vào năm 2050.
Lực lượng Đặc nhiệm Quốc tế về Công bố Thông tin Tài chính liên quan đến Khí hậu (TCFD) đã phát triển điều gì?,Một bộ khuyến nghị cho các công ty và tổ chức tài chính để công bố các rủi ro và cơ hội liên quan đến khí hậu.
Mục tiêu của Kế hoạch Sống Bền vững của Unilever (Unilever Sustainable Living Plan) là gì?,"Tập trung vào việc tìm nguồn cung ứng bền vững, giảm tác động môi trường và cải thiện phúc lợi xã hội."
Cam kết của Microsoft về carbon là gì?,Trở thành công ty âm tính carbon vào năm 2030 và loại bỏ tất cả lượng khí thải carbon trong lịch sử của mình vào năm 2050.
"Chương trình ""1% for the Planet"" của Patagonia hỗ trợ điều gì?",Hỗ trợ các tổ chức môi trường cấp cơ sở.
"Mục tiêu chiến lược ""Con người & Hành tinh Tích cực"" (People & Planet Positive) của IKEA là gì?",Trở thành một doanh nghiệp tuần hoàn và tích cực với khí hậu vào năm 2030.
Phong trào Thị trấn Chuyển đổi (Transition Town Movement) bắt đầu ở đâu và tập trung vào điều gì?,"Bắt đầu tại Totnes, Vương quốc Anh, và tập trung vào các sáng kiến do cộng đồng dẫn dắt để xây dựng khả năng phục hồi và giảm sự phụ thuộc vào nhiên liệu hóa thạch."
Phong trào Thương mại Công bằng (Fair Trade Movement) thúc đẩy điều gì?,"Thúc đẩy các hoạt động thương mại có đạo đức và bền vững, đảm bảo giá cả công bằng và phát triển xã hội cho các nhà sản xuất ở các nước đang phát triển."
Mục đích của các chiến dịch thoái vốn khỏi nhiên liệu hóa thạch là gì?,Gây ảnh hưởng đến các quyết định đầu tư và thúc đẩy các hoạt động bền vững trong các tập đoàn.
Hai quy tắc vàng của ESG là gì?,"Một là bảo vệ giấy phép xã hội để tồn tại, và hai là trở thành một nguồn tạo ra giá trị chiến lược."
"Quy tắc ESG số một, ""bảo vệ giấy phép xã hội để hoạt động"", có ý nghĩa gì?",Đây là mức tối thiểu cần làm để giảm thiểu rủi ro hiện hữu cho doanh nghiệp.
"Hậu quả của vụ bê bối ""dieselgate"" đối với một nhà sản xuất ô tô là gì?",Họ phải đối mặt với 34 tỷ đô la tiền phạt và chi phí pháp lý.
Điều gì đã xảy ra với giá cổ phiếu của một công ty dược sau vụ bê bối về chiến lược định giá thuốc quá cao?,Giá cổ phiếu của công ty đã giảm 90%.
Quy tắc ESG số hai là gì?,Tận dụng ESG để phát triển khoảng cách cạnh tranh và trở thành một nguồn tạo ra giá trị chiến lược.
Làm thế nào việc tích hợp các thực hành ESG giúp các công ty thu hút nhân tài tốt hơn?,Nghiên cứu cho thấy 67% thế hệ millennials xem xét ESG khi ứng tuyển vào một công ty.
Tốc độ tăng trưởng doanh thu của các công ty có sản phẩm tiêu dùng bền vững nhanh hơn bao nhiêu so với các công ty khác?,Nhanh hơn sáu lần.
Việc có chiến lược ESG tốt ảnh hưởng đến chi phí vốn của công ty như thế nào?,Các công ty có chiến lược ESG tốt có chi phí vốn bình quân gia quyền (WACC) thấp hơn.
Các công ty có hiệu suất hàng đầu trong xếp hạng ESG được hưởng lợi ích gì về mặt định giá?,Họ được hưởng bội số định giá cao hơn 15%.
Một câu hỏi quan trọng để đánh giá tác động Môi trường (E) của doanh nghiệp là gì?,Chúng ta có đang chuyển đổi sang phát thải ròng bằng không không?
Một câu hỏi quan trọng để đánh giá tác động Xã hội (S) của doanh nghiệp là gì?,Chúng ta có luôn đảm bảo an toàn và sức khỏe không?
Một câu hỏi quan trọng để đánh giá Quản trị (G) của doanh nghiệp là gì?,Chúng ta có sự giám sát tốt từ hội đồng quản trị không?
ESG có thể giúp doanh nghiệp bằng những cách nào?,"Nâng cao danh tiếng và giá trị thương hiệu, thu hút nhà đầu tư và khách hàng, giảm thiểu rủi ro, thúc đẩy đổi mới, cải thiện hiệu quả hoạt động và thúc đẩy tăng trưởng bền vững lâu dài."
Kể tên một nhà cung cấp được công nhận toàn cầu chuyên đánh giá hiệu suất ESG của các công ty.,"Sustainalytics, một nhà cung cấp hàng đầu về nghiên cứu, xếp hạng và dữ liệu ESG."
"Kể tên một nhà cung cấp nổi tiếng khác về xếp hạng, chỉ số và phân tích ESG.","MSCI, một nhà cung cấp nổi tiếng cung cấp thông tin chi tiết cho các nhà đầu tư để tích hợp tính bền vững vào chiến lược của họ."
Kể tên nhà cung cấp nổi bật thứ ba về dữ liệu và xếp hạng ESG được đề cập.,"S&P Global, một nhà cung cấp nổi bật hỗ trợ các nhà đầu tư và công ty trong các quyết định đầu tư bền vững của họ."
"Xếp hạng Rủi ro ESG ""Thấp"" cho thấy điều gì về một công ty?",Cho thấy công ty đã thể hiện các thực hành ESG mạnh mẽ bằng cách quản lý rủi ro hiệu quả và tuân thủ các nguyên tắc bền vững.
"Xếp hạng Rủi ro ESG ""Cao"" cho thấy điều gì về một công ty?","Cho thấy công ty có thể có những lỗ hổng và điểm yếu đáng kể trong hiệu suất ESG, có khả năng khiến công ty phải đối mặt với các rủi ro về danh tiếng, quy định hoặc hoạt động."
Tại sao việc đo lường tiến độ ESG lại quan trọng?,"Nó giúp theo dõi hiệu suất, xác định các lĩnh vực cần cải thiện, tăng cường tính minh bạch, xây dựng lòng tin của các bên liên quan và phù hợp với các thực hành kinh doanh bền vững."
Tesla đã tích cực làm việc để cải thiện ESG của mình trong các lĩnh vực nào?,"Tesla đã làm việc để giải quyết tính minh bạch của chuỗi cung ứng, giảm lượng khí thải carbon và cải thiện các thực hành lao động."
"Patagonia hiện đang xem xét cách hợp tác với các công ty khác, kể cả đối thủ cạnh tranh, để giải quyết vấn đề gì?","Để giảm dấu chân môi trường của ngành, đặc biệt là về phát thải carbon."
Một trong những điểm mấu chốt được tóm tắt về ESG là gì?,Có một mối tương quan tích cực giữa hiệu suất ESG và việc tạo ra giá trị.
"Mục tiêu của sáng kiến ""Một Hành tinh. Một Sức khỏe"" (One Planet. One Health) của Danone là gì?","Bao gồm các cam kết bền vững khác nhau, bao gồm giảm phát thải khí nhà kính, thúc đẩy nông nghiệp bền vững và cải thiện quản lý nước."
Thỏa thuận Paris là một hiệp ước quốc tế nhằm mục đích gì?,Nhằm chống biến đổi khí hậu bằng cách giới hạn sự nóng lên toàn cầu ở mức dưới 2 độ C so với thời kỳ tiền công nghiệp.
"Chương trình ""Cà phê và Công bằng cho Nông dân"" (C.A.F.E.) của Starbucks đảm bảo điều gì?","Đảm bảo việc tìm nguồn cung ứng hạt cà phê có đạo đức, thúc đẩy các phương pháp canh tác bền vững, hỗ trợ sinh kế của nông dân và bảo vệ môi trường."
Phong trào Khoáng sản không xung đột (Conflict-Free Minerals Movement) giải quyết vấn đề gì?,Giải quyết vấn đề tài trợ cho xung đột và vi phạm nhân quyền trong các khu vực như Cộng hòa Dân chủ Congo.
Phong trào chống các xưởng may bóc lột sức lao động (Anti-Sweatshop Movement) yêu cầu điều gì?,Yêu cầu điều kiện làm việc tốt hơn và mức lương công bằng cho người lao động trong ngành may mặc.
Việc người tiêu dùng hỗ trợ các quyền của người bản địa đã ảnh hưởng đến các công ty như thế nào?,"Đã ảnh hưởng đến các công ty để tôn trọng quyền đất đai của người bản địa, bảo vệ di sản văn hóa và tham gia vào các hoạt động bền vững."
Sáng kiến Xanh (Green Initiative) của Tencent tập trung vào những lĩnh vực nào?,"Tập trung vào năng lượng tái tạo, hiệu quả năng lượng và các trung tâm dữ liệu xanh."
Cách tiếp cận Tạo ra Giá trị Chung (Creating Shared Value) của Nestlé tích hợp những yếu tố nào?,"Tích hợp các cân nhắc về xã hội và môi trường vào hoạt động kinh doanh của mình, tập trung vào tìm nguồn cung ứng có trách nhiệm, dinh dưỡng, quản lý nước và phát triển nông thôn."
Mục đích của Bộ luật Rừng Brazil (Brazilian Forest Code) là gì?,"Nhằm điều chỉnh việc sử dụng và bảo tồn rừng, bao gồm cả rừng nhiệt đới Amazon, và thúc đẩy các thực hành quản lý đất bền vững."
Các chương trình chứng nhận như Forest Stewardship Council (FSC) cung cấp điều gì cho người tiêu dùng?,Cung cấp sự minh bạch và đảm bảo rằng sản phẩm đáp ứng các tiêu chuẩn môi trường và xã hội cụ thể.
Sáng kiến Tài chính Bền vững (Sustainable Finance Strategy) của Canada nhằm mục đích gì?,Nhằm huy động vốn tư nhân cho các khoản đầu tư bền vững và tăng cường khả năng phục hồi của ngành tài chính.
Cuộc biểu tình của người Ogoni ở Đồng bằng Niger vào những năm 1990 nhằm giải quyết vấn đề gì?,Nhằm giải quyết sự suy thoái môi trường và tác động của việc khai thác dầu đối với các cộng đồng địa phương.
Các sáng kiến quản lý rừng do cộng đồng dẫn dắt trao quyền cho các bên liên quan địa phương trong các lĩnh vực nào?,"Trong các hoạt động lâm nghiệp bền vững, nỗ lực bảo tồn và bảo tồn kiến thức truyền thống."
Các phong trào thời trang có đạo đức (Ethical Fashion) và thời trang chậm (Slow Fashion) ủng hộ điều gì?,"Ủng hộ mức lương công bằng, điều kiện làm việc an toàn, giảm tác động môi trường và tiêu dùng có ý thức."
"Kể từ năm 2019, các tìm kiếm trên internet về các chủ đề liên quan đến ESG đã tăng trưởng _____, phản ánh sự nhận thức và quan tâm ngày càng tăng.",gấp năm lần
"Đầu tư bền vững toàn cầu đạt _____ vào năm 2022, tăng gấp mười lần so với năm 2004.",30 nghìn tỷ đô la
"Trong ngành ô tô, một nhà sản xuất thiết bị gốc đã phải đối mặt với _____ tiền phạt và chi phí pháp lý do vụ bê bối dieselgate.",34 tỷ đô la
Một ngân hàng trong lĩnh vực tài chính đã phải trả _____ tiền dàn xếp vì hành vi mở tài khoản trái phép.,3 tỷ đô la