"Theo nhà tâm lý học Carol Dweck, những cá nhân có tư duy nào có nhiều khả năng hành động để tạo ra sự khác biệt trong cộng đồng của họ hơn?",Những cá nhân có tư duy tăng trưởng (growth mindset).
Tư duy tăng trưởng có liên quan đến những yếu tố nào?,"Học hỏi, nỗ lực và sự kiên trì."
Tại sao việc áp dụng tư duy tăng trưởng lại quan trọng đối với ESG?,"Vì ESG là một quá trình liên tục đòi hỏi sự cải tiến không ngừng, giải quyết vấn đề một cách sáng tạo và khả năng nắm bắt các chiến lược mới."
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""Tôi sẽ khử cacbon cho doanh nghiệp của mình bằng công nghệ của tương lai""?","""Tôi sẽ đi tiên phong trong việc sử dụng các công nghệ mới; chúng chỉ đang chờ được nhân rộng!"""
Tại sao việc cam kết khử cacbon bằng công nghệ chưa được áp dụng rộng rãi lại bị coi là một tư duy thụ động?,Vì nó có thể bỏ lỡ cơ hội chuyển đổi sang các công nghệ sạch hơn và bền vững hiện có.
"Theo McKinsey, bao nhiêu phần trăm công nghệ cần thiết cho một thế giới không phát thải ròng (net zero) đã có sẵn?",70%.
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""Chúng tôi cần thêm sự đa dạng để cải thiện các con số của mình""?","""Tôi sẽ xây dựng các đội ngũ đa dạng và hòa nhập vì đó là điều đúng đắn, VÀ nó cải thiện sự sáng tạo và ra quyết định."""
"Ngoài việc cải thiện sự đại diện của công ty, việc tập trung vào sự đa dạng mang lại những lợi ích gì?","Nó cải thiện văn hóa nơi làm việc, sự đổi mới, và giúp thu hút và giữ chân nhân tài đa dạng."
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""Chúng ta phải tuân thủ luật pháp địa phương về tiêu thụ nước""?","""Làm thế nào chúng ta có thể mang lại giải pháp cho cộng đồng trong khi thực hiện hoạt động kinh doanh cốt lõi của mình?"""
Lợi thế cạnh tranh của việc áp dụng các phương pháp quản lý nước bền vững vượt ra ngoài việc tuân thủ là gì?,"Các công ty có thể sử dụng tài nguyên hiệu quả hơn, giảm chi phí và đáp ứng nhu cầu của cộng đồng."
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""Báo cáo ESG là một gánh nặng nhọc nhằn để có được điểm ESG từ các cơ quan xếp hạng""?","""Dữ liệu ESG có tiềm năng to lớn để cải thiện việc ra quyết định của chúng ta."""
"Ngoài việc báo cáo cho các cơ quan xếp hạng, mục đích quan trọng nhất của báo cáo ESG là gì?","Nó có thể cải thiện đáng kể chất lượng của các quyết định kinh doanh cốt lõi bằng cách thu thập, hợp nhất và trực quan hóa dữ liệu."
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""Chúng ta phải quản lý mối đe dọa mà các xu hướng ESG gây ra cho các nguồn giá trị của chúng ta""?","""Bằng cách nắm bắt các xu hướng ESG và gắn chúng vào mô hình kinh doanh cốt lõi, chúng ta sẽ phát triển một khoảng cách cạnh tranh trên thị trường."""
Tại sao việc có một cách tiếp cận phòng thủ đối với các xu hướng ESG lại có rủi ro?,"Bởi vì sự thay đổi là không thể tránh khỏi, và việc phớt lờ các xu hướng ESG có nghĩa là sẽ bị bất ngờ trong tương lai."
"Đâu là quan điểm của tư duy tăng trưởng đối với thái độ ""ESG là một sự xao lãng tiêu tốn các nguồn tài chính khan hiếm""?","""ESG là một công cụ hỗ trợ Tài chính Bền vững làm giảm WACC (chi phí vốn bình quân gia quyền) của chúng ta."""
Những lợi ích nào mà các công ty tích hợp ESG vào chiến lược kinh doanh của họ có thể gặt hái được?,"Tăng cường đổi mới, cải thiện danh tiếng, mối quan hệ tốt hơn với các bên liên quan và nâng cao hiệu suất tài chính dài hạn."
Tư duy tăng trưởng giúp các cá nhân và công ty nhìn nhận những thất bại và thách thức trong việc tích hợp ESG như thế nào?,Như những cơ hội để học hỏi và phát triển.
Sự thay đổi tư duy cần thiết liên quan đến tính cấp bách của hành động ESG là gì?,"Chuyển từ ""Tôi sẽ áp dụng chiến lược chờ xem"" sang ""Sẽ quá rủi ro nếu không giải quyết trực tiếp các yếu tố ESG""."
"Trong ví dụ được cung cấp, hậu quả mà công ty khai khoáng phải gánh chịu do không chủ động giải quyết các vấn đề ESG là gì?","Việc bán hàng phải tạm dừng, gây thiệt hại cho công ty hàng triệu đô la."
Sự thay đổi tư duy cần thiết liên quan đến tính chân thực của các mục tiêu ESG là gì?,"Chuyển từ ""ESG chỉ là một gánh nặng báo cáo"" sang ""Dữ liệu ESG cực kỳ có giá trị để cải thiện việc ra quyết định của chúng ta""."
"Trong ví dụ được cung cấp, công ty bán lẻ đã sử dụng dữ liệu ESG (mức tiêu thụ nhiên liệu) để tạo ra giá trị kinh doanh như thế nào?","Họ đã tối ưu hóa các tuyến đường giao hàng được thiết kế kém, tiết kiệm nhiên liệu đáng kể và giảm cả chi phí lẫn tác động môi trường."
Sự thay đổi tư duy thứ ba được mô tả là về việc nắm bắt cơ hội của cả một đời. Điều này đòi hỏi phải chuyển từ đâu đến đâu?,"Chuyển từ ""ESG là một sự xao lãng tiêu tốn nguồn tài chính"" sang ""ESG là một công cụ hỗ trợ tài chính bền vững làm giảm chi phí vốn của chúng ta""."
Công ty Brambles đã tận dụng các mục tiêu bền vững của mình để đạt được lợi ích tài chính như thế nào?,"Họ đã huy động thành công một trái phiếu xanh trị giá 500 triệu EUR với các điều khoản tài chính thuận lợi, được các quỹ đầu tư theo định hướng ESG ủng hộ mạnh mẽ."
"Theo phần tóm tắt, tại sao việc phát triển tư duy tăng trưởng lại là chìa khóa để nắm bắt ESG?","Vì ESG là một quá trình liên tục đòi hỏi sự cải tiến, giải quyết vấn đề một cách sáng tạo, khả năng phục hồi và khả năng nắm bắt các chiến lược mới."
Một trong bốn điểm mấu chốt được tóm tắt là 'Hành động khẩn cấp'. Điều này bao hàm điều gì đối với các công ty?,"Các công ty cần ưu tiên các yếu tố ESG, chủ động giải quyết các rủi ro và cơ hội liên quan, và áp dụng các công nghệ mới."
Điểm mấu chốt 'Hãy chân thực' (Be genuine) có ý nghĩa gì đối với các nhà lãnh đạo?,Họ cần thực sự nắm bắt các mục tiêu ESG thay vì coi chúng chỉ là gánh nặng báo cáo và tận dụng dữ liệu ESG để tạo ra giá trị kinh doanh.
Điểm mấu chốt 'Nắm bắt cơ hội của cả cuộc đời' đề nghị các công ty nên xem tính bền vững như thế nào?,"Như một cơ hội để tạo ra và nắm bắt giá trị cho tất cả các bên liên quan, và để phát triển một lợi thế cạnh tranh."